"Adresse","Type de contenu","Code HTTP","Statut","Indexabilité","Statut d'indexabilité","Title 1","Longueur du Title 1","Largeur en pixels du Title 1","Meta Description 1","Longueur de la Meta Description 1","Largeur en pixels de la Meta Description 1","Meta Keywords 1","Longueur des Meta Keywords 1","H1-1","Longueur du H1-1","H1-2","Longueur du H1-2","H2-1","Longueur du H2-1","H2-2","Longueur du H2-2","Meta Robots 1","Balise X-Robots 1","Meta Refresh 1","Élément de lien en version canonique 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Élément de lien amphtml","Taille (octets)","Transféré (octets)","Total transféré (en octets)","CO2 (mg)","Empreinte carbone","Nombre de mots","Nombre de phrases","Moyenne de mots par phrase","Score de lisibilité de Flesch","Lisibilité","Ratio texte","Crawl profondeur","Profondeur du dossier","Link Score","Liens entrants","Liens entrants uniques","Liens entrants JS uniques","% du total","Liens sortants","Liens sortants uniques","Liens sortants JS uniques","Liens sortants externes","Liens sortants externes uniques","Liens sortants JS externes uniques","Quasi-doublon le plus proche","Nombre de quasi-doublons","Erreurs d'orthographe","Erreurs de grammaire","Hachage","Temps de réponse","Last Modified","URL de redirection","Type de redirection","Cookies","Language","Version HTTP","Lien alternate mobile","Adresse sémantiquement similaire la plus proche","Score de similarité sémantique","Nbre sémantiquement similaires","Score de pertinence sémantique","Adresse codée en URL","Horodatage du crawl"
"https://www.rougier-ple.fr/jeux-societe.r.html","text/html;charset=UTF-8","200","OK","Indexable","","Jeu de société, Jeu éducatif, Jeu de carte, Jouet | Rougier&Plé<br type=""_moz"" />","81","547","JEU DE SOCIÉTÉ sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","117","711","","0","Jeu de société, Jeu éducatif, Jouet","35","","0","Jeu Qui suis-je ? Who Am I? - Legami","36","Jeu d'adresse Chamboule-tout en bois Forêt - Janod","50","","","","https://www.rougier-ple.fr/jeux-societe.r.html","https://www.rougier-ple.fr/jeux-societe.r.html?page=2","","","","","136196","38305","38305","14,674","","1895","578","3,279","92,567","Très facile","8,004","1","0","","407","278","0","100,000","563","268","0","7","7","0","","","","","72737d7bf231f1f777c1dfe0c308e070","1,529","","","","","fr","1.1","","","","","","https://www.rougier-ple.fr/jeux-societe.r.html","2026-03-05 16:58:35"
"https://www.rougier-ple.fr/library/layer/menu_item_4.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","4859","4859","4859","1,861","","0","","","","","0,000","1","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,020","Thu, 28 Nov 2013 10:27:26 GMT","","","","","1.1","","","","","","https://www.rougier-ple.fr/library/layer/menu_item_4.png","2026-03-05 16:58:37"
"https://www.rougier-ple.fr/enfant-vernis-papier-decopatch.r.html","text/html;charset=UTF-8","200","OK","Indexable","","Vernis colle, Papier décopatch - Activité enfant | Rougier&Plé","62","533","VERNIS COLLE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","115","700","","0","Vernis colle, Papier décopatch","30","","0","Papier Mix & Patch Voyage au Japon 30 x 40 cm 4 pcs - Décopatch","63","Papier Mix & Patch Royal botanic garden 30 x 40 cm 4 pcs - Décopatch","68","","","","https://www.rougier-ple.fr/enfant-vernis-papier-decopatch.r.html","https://www.rougier-ple.fr/enfant-vernis-papier-decopatch.r.html?page=2","","","","","126344","34651","34651","13,274","","1868","545","3,428","96,564","Très facile","8,555","1","0","","407","278","0","100,000","562","267","0","7","7","0","","","","","986848a55e29bc2587e3349acd01776a","1,492","","","","","fr","1.1","","","","","","https://www.rougier-ple.fr/enfant-vernis-papier-decopatch.r.html","2026-03-05 16:58:37"
"https://www.rougier-ple.fr/couture-mode.r.html","text/html;charset=UTF-8","200","OK","Indexable","","Mercerie - Tricot, crochet, broderie et couture | Rougier&Plé","61","520","Mercerie : 
				Fournitures et matériel du rayon 
				Mercerie 
				avec Rougier & Plé pour vos loisirs créatifs et Beaux-Arts.","130","686","","0","Accessoire Mercerie Accessoire Couture","38","","0","Matière couture","15","Support à décorer","17","","","","https://www.rougier-ple.fr/couture-mode.r.html","","","","","","75214","24092","24092","9,229","","1518","380","3,995","65,236","Normal","13,085","1","0","","288","278","0","100,000","287","245","0","7","7","0","","","","","69e1dcfc5a13a564b37d5a183ab68a2a","0,692","","","","","fr","1.1","","","","","","https://www.rougier-ple.fr/couture-mode.r.html","2026-03-05 16:58:38"
"https://www.rougier-ple.fr/jesmonite.r.html","text/html;charset=UTF-8","200","OK","Indexable","","Retrouvez tous les produits Jesmonite chez Rougier & Plé","56","511","JESMONITE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","112","682","","0","Jesmonite","9","","0","Pigments Naturels 6 x 2 g - Jesmonite","37","Pigments Classiques 6 x 2 g - Jesmonite","39","","","","https://www.rougier-ple.fr/jesmonite.r.html","https://www.rougier-ple.fr/jesmonite.r.html?page=2","","","","","135348","35977","35977","13,782","","2051","732","2,802","91,219","Très facile","8,269","1","0","","289","278","0","100,000","754","604","0","7","7","0","","","","","8724bd17977df77791645625fab5fafa","2,274","","","","","fr","1.1","","","","","","https://www.rougier-ple.fr/jesmonite.r.html","2026-03-05 16:58:37"
"https://www.rougier-ple.fr/fil-metallique.r.html","text/html;charset=UTF-8","200","OK","Indexable","","Fil métallique","14","118","FIL MÉTALLIQUE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","117","713","","0","Fil métallique","14","","0","Fil aluminium ø 0,6 mm x 10 m - Graine Créative","47","Fil d'acier ø 0,5 mm x 10 m - Rayher","36","","","","https://www.rougier-ple.fr/fil-metallique.r.html","https://www.rougier-ple.fr/fil-metallique.r.html?page=2","","","","","127087","35354","35354","13,543","","1877","568","3,305","96,751","Très facile","8,431","1","0","","405","278","0","100,000","560","265","0","7","7","0","","","","","3fcddf63e7008a853ae8969f748795a8","1,568","","","","","fr","1.1","","","","","","https://www.rougier-ple.fr/fil-metallique.r.html","2026-03-05 16:58:38"
"https://www.rougier-ple.fr/coffret-arts-graphiques.r.html","text/html;charset=UTF-8","200","OK","Indexable","","Coffret arts graphiques chez Rougier & Plé","42","375","COFFRET ARTS GRAPHIQUES sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","126","793","","0","Coffret de Calligraphie, Encre, Feutre, Mallette, Pinceau, Posca, ...","69","","0","Set de calligraphie L'écriture égyptienne - Jacques Herbin","58","Set découverte Matériel d'art sec 17 pcs - Faber-Castell","56","","","","https://www.rougier-ple.fr/coffret-arts-graphiques.r.html","https://www.rougier-ple.fr/coffret-arts-graphiques.r.html?page=2","","","","","128957","35575","35575","13,628","","1805","555","3,252","89,219","Facile","8,272","1","0","","404","278","0","100,000","560","265","0","7","7","0","","","","","e814388c96f45589f3d4a16278f3f9d9","1,591","","","","","fr","1.1","","","","","","https://www.rougier-ple.fr/coffret-arts-graphiques.r.html","2026-03-05 16:58:38"
"https://www.rougier-ple.fr/platre-1787.r.html","text/html;charset=UTF-8","200","OK","Indexable","","Plâtre de moulage sur Rougier & Plé","35","317","PLÂTRE DE MOULAGE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","120","747","","0","Plâtre de moulage","17","","0","Plâtre synthétique Art Roc 5 Kg - Esprit Composite","50","Plâtre de Moulage Léger Gédéo 1 Kg - Pébéo","42","","","","https://www.rougier-ple.fr/platre-1787.r.html","","","","","","104742","30697","30697","11,759","","1622","503","3,225","88,971","Facile","9,219","1","0","","405","278","0","100,000","492","247","0","7","7","0","","","","","a778eb162398cb22f9f5ee5628006558","1,416","","","","","fr","1.1","","","","","","https://www.rougier-ple.fr/platre-1787.r.html","2026-03-05 16:58:39"
"https://www.rougier-ple.fr/library/pictures/home_page/h2/encarts-bas-site-pass-culture.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","27353","27353","27353","10,478","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,060","Tue, 04 Feb 2025 17:20:07 GMT","","","","","1.1","","","","","","https://www.rougier-ple.fr/library/pictures/home_page/h2/encarts-bas-site-pass-culture.jpg","2026-03-05 16:58:40"
"https://www.rougier-ple.fr/aquarelle-miel.r.html","text/html;charset=UTF-8","200","OK","Indexable","","Aquarelle au miel : Peinture Beaux-Arts | Rougier&Plé","53","466","AQUARELLE AU MIEL sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","120","741","","0","Aquarelle au miel","17","","0","Aquarelle extra-fine au miel Palette de 12 demi-godets par Marie Boudon - Sennelier","83","Aquarelle extra-fine au miel Palette de 12 demi-godets par Ondine de Peretti - Sennelier","88","","","","https://www.rougier-ple.fr/aquarelle-miel.r.html","","","","","","103397","30516","30516","11,690","","1552","486","3,193","76,966","Assez facile","9,296","1","0","","402","278","0","100,000","482","246","0","7","7","0","","","","","87e8fc8b0a613a304a487a935027e9ea","1,405","","","","","fr","1.1","","","","","","https://www.rougier-ple.fr/aquarelle-miel.r.html","2026-03-05 16:58:39"
"https://www.rougier-ple.fr/stylo-effacable.r.html","text/html;charset=UTF-8","200","OK","Indexable","","Stylo effaçable Legami et Frixion sur Rougier&Plé","49","436","STYLO EFFAÇABLE sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","118","727","","0","Stylo effaçable","15","","0","Stylo roller FriXion Ball Plus OnePiece Pointe moyenne 0.7 mm - Pilot","69","Stylo roller FriXion Ball OnePiece Pointe moyenne 0.7 mm - Pilot","64","","","","https://www.rougier-ple.fr/stylo-effacable.r.html","https://www.rougier-ple.fr/stylo-effacable.r.html?page=2","","","","","126566","35208","35208","13,488","","1780","552","3,225","81,843","Facile","8,426","1","0","","405","278","0","100,000","561","266","0","7","7","0","","","","","b711d1203e691d7f3c72974496d20ef5","1,655","","","","","fr","1.1","","","","","","https://www.rougier-ple.fr/stylo-effacable.r.html","2026-03-05 16:58:40"
"https://www.rougier-ple.fr/livre-beaux-arts.r.html","text/html;charset=UTF-8","200","OK","Indexable","","Livre Beaux-Arts - achat en ligne de nos Livres","47","405","LIVRE BEAUX-ARTS sur Rougier & Plé : 50 000 articles de loisirs créatifs et beaux arts sur notre site de vente en ligne","119","730","","0","Livre Beaux-Arts","16","","0","Livre Dessiner et peindre les paysages Techniques et exercices - Eyrolles","73","Livre Portrait, l'art et l'émotion - Un dimanche après-midi","59","","","","https://www.rougier-ple.fr/livre-beaux-arts.r.html","https://www.rougier-ple.fr/livre-beaux-arts.r.html?page=2","","","","","131126","36766","36766","14,084","","1874","570","3,288","86,033","Facile","8,550","1","0","","404","278","0","100,000","563","268","0","7","7","0","","","","","46b152ccb4faf18bc31fda80449ebddc","1,473","","","","","fr","1.1","","","","","","https://www.rougier-ple.fr/livre-beaux-arts.r.html","2026-03-05 16:58:41"
