"Adresse","Title 1","Occurrences","Hreflang HTML 1","URL hreflang HTML 1","Hreflang HTTP 1","URL hreflang HTTP 1","Hreflang du sitemap 1","URL hreflang du sitemap 1","Indexabilité","Statut d'indexabilité"
"https://www.casapy.com/","CASAPY – Libérez l'espace !","0","","","","","","","Indexable",""
"https://www.casapy.com/compare/","Compare – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/categorie-produit/notre-selection-velours-a-plat/","Notre sélection velours – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/categorie-produit/canapes-en-u-convertibles/","Canapés en U convertibles – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/categorie-produit/tu-habites-un-appartement/","Tu habites un appartement – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/sirius-boston-convertible-taille-xl-6-places-344x219/","SIRIUS Boston – convertible Taille XL (6 places) 344×219 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/vega-lincoln-convertible-taille-xl-6-places-344x219/","VEGA Lincoln – convertible Taille XL (6 places) 344×219 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/categorie-produit/les-sirius/","LES SIRIUS – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/categorie-produit/canapes-dangle-convertibles/","Canapés d’angle convertibles – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/liberez-lespace/","Liberez l’espace ! – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/mon-compte/","Mon compte – CASAPY","0","","","","","","","Non indexable","noindex"
"https://www.casapy.com/produit/wouf-by-casapy-le-canape-pour-chiens-et-chats-dehoussable-85cm-x-66cm/","WOUF by CASAPY, le canapé pour chiens et chats. Déhoussable 85cm x 66cm – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/33741/","Table basse a étagère ISAAK – 130 cm x 45 cm x 65 cm – style  »scandinave » laqué brillant – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/panier/","Panier – CASAPY","0","","","","","","","Non indexable","noindex"
"https://www.casapy.com/categorie-produit/tu-habites-un-studio/","Tu habites un studio – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/vega-lincoln-convertible-taille-s-3-places-251x100/","VEGA Lincoln – convertible Taille S (3 places) 251×100 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/categorie-produit/canapes-droits-convertibles/","Canapés droits convertibles – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/about-us-3/","About us – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/mon-compte/?action=register","Mon compte – CASAPY","0","","","","","","","Non indexable","Canonisé,noindex"
"https://www.casapy.com/?s=vega+xl&post_type=product","Résultats de recherche pour « vega xl » – CASAPY","0","","","","","","","Non indexable","noindex"
"https://www.casapy.com/categorie-produit/les-vega/","LES VEGA – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/sirius-lincoln-convertible-taille-xl-6-places-344x219-copie/","SIRIUS Lincoln – convertible Taille XL (6 places) 344×219 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/mon-compte/lost-password/","Mot de passe perdu – CASAPY","0","","","","","","","Non indexable","Canonisé,noindex"
"https://www.casapy.com/categorie-produit/notre-selection-tissage-a-plat/","Notre sélection tissage à plat – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/mentions-legales/","MENTIONS LEGALES – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/categorie-produit/tu-habites-une-maison/","Tu habites une maison – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/categorie-produit/nos-tailles-m-4-5-places/","NOS TAILLES  »M » (4/5 PLACES) – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/categorie-produit/notre-selection-velours-cotele/","Notre sélection velours côtelé – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/categorie-produit/canapes-convertibles/","Canapés convertibles – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/categorie-produit/tu-as-un-grand-salon/","Tu as un grand salon – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/vega-portland-convertible-taille-s-3-places-251x100/","VEGA Portland – convertible Taille S (3 places) 251×100 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/wishlist/","Wishlist – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/categorie-produit/canapes/","Nos canapés – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/conditions-generales-dutilisation-et-protection-des-donnees/","CONDITIONS GENERALES D’UTILISATION ET PROTECTION DES DONNEES – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/contact-us/","Contact us – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/categorie-produit/nos-tailles-l-5-places/","NOS TAILLES  »L » (5 PLACES) – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/categorie-produit/notre-selection-de-tissus-structure/","Notre sélection de tissus structuré – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/nos-collections/","Nos collections – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/vega-lincoln-convertible-taille-l-5-places-260x183/","VEGA Lincoln – convertible Taille L   (5 places) 260×183 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/shop/","Shop – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/vega-riviera-convertible-taille-s-3-places-251x100/","VEGA Riviera – convertible Taille S (3 places) 251×100 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/categorie-produit/nos-tailles-s-3-4-places/","NOS TAILLES  »S » (3/4 PLACES) – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/vega-portland-convertible-taille-m-4-places-255x148/","VEGA M Portland – convertible taille M (4 places) 255×148 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/categorie-produit/les-alya/","LES ALYA – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/alya-riviera-convertible-taille-s-3-places-251x100/","ALYA S Riviera – convertible Taille S (3 places) 251×100 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/categorie-produit/nos-tailles-xl-6-places/","NOS TAILLES  »XL » (6 PLACES) – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/cgv/","Conditions Générales de Vente – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/alya-lincoln-convertible-taille-xl-6-places-344x219/","ALYA Lincoln – convertible Taille XL (6 places) 344×219 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/canape-vega-xl-multifonction/","VEGA Portland – convertible Taille XL (6 places) 344×219 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/alya-boston-convertible-taille-xl-6-places-344x219/","ALYA Boston – convertible Taille XL (6 places) 344×219 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/alya-convertible-taille-l-5-places-260x183-copie/","ALYA Boston – convertible Taille L (5 places) 260×183 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/categorie-produit/tu-habites-un-appartement/page/2/","Tu habites un appartement – Page 2 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/vega-canape-m-multifonction/","VEGA Lincoln – convertible taille M (4 places) 255×148 – CASAPY","0","","","","","","","Indexable",""
"https://www.casapy.com/produit/sirius-lincoln-convertible-taille-m-4-places-255x148/","SIRIUS Lincoln – convertible Taille M (4 places) 255×148 – CASAPY","0","","","","","","","Indexable",""
